obs,time,elapsed,date,hhmmss,averaging,plot,plant,leaf,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,¦ÁVc,Edyn,Hr,Hs,dHs/dt,¦ÁVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,¦¤Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1639111695,128.5999999,20211210 12:48:14,12:48:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639111695,0.003582026,3.582026072,17.24468924,400.079,281.9144171,28.98220714,41.13011519,0.259455933,3.267743955,0.24853047,0.156274815,311.8183877,25.81361714,25.8698,3.348349227,59.91936835,1.90449317,3.178426646,1.443856057,-157.9673498,-154.3959245,-10.03770385,-10.58259044,17.01791633,3.581153796,17.24468924,416.3457587,407.5818788,7.92746E-05,91.0971969,3.582026072,16.76875845,18.52570424,-4.60922E-05,100.31,0,0,1,0,54580.66148,1964.83,1656.351177,0.842999739,0.158699932,3,0.5,0: Broadleaf,2,TRUE,1639111695,400.079,409.298,18.5253,16.7691,399.535,18.3103,600.412,102.605,0.199984,24.9934,25.8698,999.9,0,0,9992.5,823.738,0.82959,1964.83,0.9,0.0999997,26,42630.5,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.215,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,1.6,1.7,19,621.335,419.147,26.8541,21.673,29.9998,21.6029,21.5792,20.8781,30.5782,86.9475,26.8549,409.111,16.7568,102.003,101.963
12,1639111699,132.5999999,20211210 12:48:18,12:48:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639111699,0.003568264,3.56826383,17.02886332,400.043,282.6744475,29.06033273,41.12640101,0.258065136,3.26750771,0.247253119,0.155466868,311.021847,25.81266183,25.8759,3.349559208,59.89832513,1.903824327,3.178426646,1.445734882,-157.3604349,-155.4593253,-10.10787941,-11.90579258,17.01663309,3.567305229,17.02886332,416.2759259,407.6218364,-0.000158915,91.0971969,3.56826383,16.76868965,18.51908182,-3.21675E-05,100.31,0,0,1,0,54574.11149,1959.81,1652.11983,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639111699,400.043,409.26,18.5188,16.7691,399.498,18.3041,600.316,102.605,0.199951,24.9934,25.8759,999.9,0,0,9991.25,821.466,0.82959,1959.81,0.9,0.1,26,42521.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2147,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,1.7,1.7,19,621.109,419.242,26.8584,21.6697,29.9998,21.6009,21.5772,20.8779,30.5782,86.9475,26.8596,409.17,16.7568,102.003,101.962
13,1639111703,136.5999999,20211210 12:48:22,12:48:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639111703,0.003556199,3.556199194,16.98333727,400.043,282.8396569,29.07733913,41.12643222,0.25771537,3.26821633,0.246934216,0.155264945,310.329915,25.81314199,25.8582,3.346049333,59.87684308,1.903311746,3.178710914,1.442737587,-156.8283845,-152.1100748,-9.887162576,-8.495706841,17.00797483,3.556205711,16.98333727,416.203393,407.5762182,-0.000395211,91.0971969,3.556199194,16.76990098,18.51395758,-3.76109E-05,100.31,0,0,1,0,54593.48594,1955.45,1648.44435,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639111703,400.043,409.251,18.5138,16.77,399.498,18.2994,600.476,102.605,0.200029,24.9949,25.8582,999.9,0,0,9995,819.293,0.82959,1955.45,0.9,0.1,26,42427,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2144,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,1.8,1.8,19,621.486,419.043,26.862,21.6674,29.9999,21.5987,21.575,20.8785,30.5782,86.9475,26.8642,409.205,16.7568,102.005,101.963
14,1639111707,140.5999999,20211210 12:48:26,12:48:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639111707,0.003551616,3.551615894,17.15797642,399.972,281.455434,28.93473318,41.11870549,0.257224936,3.269972673,0.246489367,0.154983065,309.6758944,25.81092128,25.8601,3.346425945,59.86372968,1.902962982,3.178824627,1.443462964,-156.6262609,-152.4209969,-9.902175647,-9.273539033,17.18170314,3.546784057,17.15797642,416.2613447,407.5420485,-0.00018858,91.0971969,3.551615894,16.76960223,18.51161212,-6.04371E-06,100.31,0,0,1,0,54642.08779,1951.33,1644.970511,0.842999652,0.15869991,3,0.5,0: Broadleaf,2,TRUE,1639111707,399.972,409.267,18.5106,16.771,399.427,18.2964,600.333,102.604,0.19996,24.9955,25.8601,999.9,0,0,10004.4,817.456,0.840505,1951.33,0.9,0.0999996,26,42337.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2142,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,1.8,1.9,19,621.312,419.024,26.8656,21.6649,29.9999,21.5965,21.5726,20.8803,30.5782,86.9475,26.8678,409.411,16.7568,102.005,101.962
15,1639111711,144.5999999,20211210 12:48:30,12:48:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639111711,0.003541636,3.541635883,17.12052062,399.977,281.2805414,28.91731243,41.12001426,0.256239207,3.264688156,0.245567453,0.154401436,308.936675,25.81246395,25.866,3.347595662,59.85066811,1.902763309,3.179184743,1.444832353,-156.1861424,-152.8786968,-9.948377453,-10.07654168,17.25031708,3.538041675,17.12052062,416.2151769,407.5115333,0.000280584,91.0971969,3.541635883,16.77131297,18.50860485,-1.87184E-05,100.31,0,0,1,0,54495.29259,1946.67,1641.042868,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639111711,399.977,409.305,18.5083,16.7729,399.433,18.2943,600.304,102.606,0.199947,24.9974,25.866,999.9,0,0,9976.25,815.632,0.847055,1946.67,0.899999,0.100001,26,42236.4,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.214,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,1.9,1.9,19,621.009,419.243,26.8685,21.6623,29.9999,21.5942,21.5705,20.8794,30.5782,86.9475,26.8707,409.367,16.7569,102.005,101.964
16,1639111715,148.5999999,20211210 12:48:34,12:48:34,0,plot-sdfgghhh1-1,1,ertyhghj,1639111715,0.003538274,3.538274395,17.28102822,400.022,280.0404531,28.78957166,41.12428011,0.255629586,3.27127356,0.245027849,0.15405829,308.1876106,25.81242059,25.8749,3.349360825,59.8333753,1.902746633,3.180075708,1.446614192,-156.0379008,-153.9277936,-9.997165064,-11.77524886,17.13494101,3.534598303,17.28102822,416.3449249,407.5626182,0.000225099,91.0971969,3.538274395,16.77345302,18.50846364,-1.2035E-06,100.31,0,0,1,0,54677.02449,1941.95,1637.063908,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639111715,400.022,409.289,18.5083,16.7751,399.477,18.2942,600.481,102.605,0.200046,25.0021,25.8749,999.9,0,0,10011.2,813.163,0.844872,1941.95,0.899999,0.100001,26,42134.1,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2141,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2,2,19,621.514,418.919,26.8708,21.6597,29.9998,21.5918,21.5682,20.8791,30.5782,86.9475,26.8707,409.244,16.7569,102.006,101.965
17,1639111719,152.5999999,20211210 12:48:38,12:48:38,0,plot-sdfgghhh1-1,1,ertyhghj,1639111719,0.0035347,3.534700119,17.12803498,399.978,281.1602351,28.90464142,41.11968629,0.256015553,3.272931549,0.245387639,0.154285386,307.5655064,25.81276089,25.8572,3.345851131,59.82347529,1.902794778,3.180682447,1.443056353,-155.8802752,-150.3179983,-9.757061629,-8.389828862,17.26809625,3.533711692,17.12803498,416.2280606,407.5254182,-0.000191038,91.0971969,3.534700119,16.77507774,18.5084303,4.74414E-06,100.31,0,0,1,0,54722.51553,1938.03,1633.759348,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639111719,399.978,409.312,18.5088,16.7759,399.433,18.2948,600.434,102.605,0.19987,25.0053,25.8572,999.9,0,0,10020,811.302,0.855787,1938.03,0.899999,0.100001,26,42049,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.214,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2,2.1,19,621.248,419.04,26.8721,21.6569,29.9998,21.5897,21.566,20.8791,30.5782,86.9475,26.8707,409.36,16.7569,102.007,101.965
18,1639111723,156.5999999,20211210 12:48:42,12:48:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639111723,0.003532868,3.532868447,17.15943607,400.033,280.9068298,28.87834124,41.12498613,0.255786239,3.266543932,0.245157112,0.154141373,306.776622,25.81466538,25.86,3.346406123,59.80733648,1.902757818,3.181478946,1.443648305,-155.7994985,-149.778082,-9.741369683,-8.542328178,17.13607123,3.532028567,17.15943607,416.308467,407.5854485,0.000331659,91.0971969,3.532868447,16.77637997,18.50908909,2.80563E-07,100.31,0,0,1,0,54544.43059,1933.06,1629.56958,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639111723,400.033,409.302,18.5086,16.7763,399.488,18.2945,600.356,102.604,0.199984,25.0095,25.86,999.9,0,0,9986.25,809.189,0.873252,1933.06,0.9,0.1,26,41941.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2141,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.1,2.1,19,621.141,419.173,26.8139,21.6545,29.9999,21.5869,21.5634,20.8763,30.5782,86.5725,26.5369,409.27,16.758,102.007,101.965
19,1639111727,160.5999999,20211210 12:48:46,12:48:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639111727,0.003526866,3.526865997,17.17017264,400.002,280.720952,28.8589973,41.12146441,0.255563145,3.266052604,0.244950612,0.154010903,306.0829285,25.80799324,25.8509,3.344602693,59.80544246,1.90218719,3.180625561,1.442415504,-155.5347905,-148.9455881,-9.688020192,-8.085470305,17.053336,3.531540468,17.17017264,416.2580003,407.5363939,-0.000378316,91.0971969,3.526865997,16.77517544,18.50455758,-1.10702E-05,100.31,0,0,1,0,54531.62078,1928.69,1625.884999,0.842999652,0.15869991,3,0.5,0: Broadleaf,2,TRUE,1639111727,400.002,409.227,18.5032,16.7716,399.458,18.2894,600.519,102.603,0.200147,25.005,25.8509,999.9,0,0,9983.75,807.309,0.873252,1928.69,0.9,0.0999996,26,41846.3,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2138,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.2,2.2,19,621.425,418.958,26.5633,21.6519,30,21.5846,21.561,20.8811,30.5782,86.5725,26.528,409.398,16.7642,102.008,101.967
20,1639111731,164.5999999,20211210 12:48:50,12:48:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639111731,0.003517667,3.517666535,17.16619919,399.983,280.3516552,28.82099065,41.11945155,0.254665748,3.26935035,0.244136122,0.153494842,305.438506,25.79486582,25.8528,3.344979164,59.82424701,1.901526493,3.1785214,1.44345267,-155.1290942,-151.3873229,-9.836453816,-10.91436484,17.21162803,3.518484908,17.16619919,416.2435707,407.5197273,6.62417E-05,91.0971969,3.517666535,16.77105488,18.49641515,-3.77325E-05,100.31,0,0,1,0,54625.08635,1924.63,1622.46253,0.842999709,0.158699857,3,0.5,0: Broadleaf,2,TRUE,1639111731,399.983,409.286,18.4968,16.7713,399.438,18.2834,600.418,102.603,0.199998,24.9939,25.8528,999.9,0,0,10001.2,805.319,0.884168,1924.63,0.900001,0.0999987,26,41758.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2134,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.2,2.3,19,621.331,418.999,26.5012,21.6496,30,21.5828,21.5592,20.8804,30.5782,86.5725,26.5266,409.285,16.7659,102.006,101.966
21,1639111735,168.5999999,20211210 12:48:54,12:48:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639111735,0.003514573,3.514572557,17.09421261,400.023,281.1346026,28.90147718,41.12355967,0.255284365,3.26782431,0.244699943,0.153851864,304.6674556,25.78233861,25.8288,3.34022647,59.85198823,1.901330983,3.176721507,1.438895487,-154.9926498,-148.7621229,-9.668765302,-8.756082371,17.10127323,3.510505749,17.09421261,416.2599634,407.5702,0.000213306,91.0971969,3.514572557,16.77183414,18.49574,-1.81719E-06,100.31,0,0,1,0,54584.49479,1919.77,1618.365943,0.842999913,0.158699977,3,0.5,0: Broadleaf,2,TRUE,1639111735,400.023,409.271,18.4949,16.773,399.479,18.2816,600.31,102.603,0.199988,24.9844,25.8288,999.9,0,0,9993.12,803.098,0.873252,1919.77,0.9,0.0999999,26,41652.9,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2133,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.3,2.3,19,621.062,419.259,26.4886,21.6469,29.9997,21.5805,21.5569,20.882,30.5782,86.5725,26.5266,409.437,16.7684,102.008,101.966
22,1639111739,172.5999999,20211210 12:48:58,12:48:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639111739,0.003502646,3.502646279,17.18510988,399.993,280.6083109,28.84767728,41.12090957,0.255418585,3.268787234,0.24482626,0.153931487,303.9483577,25.77359207,25.7988,3.334293899,59.86708955,1.900960394,3.175301169,1.433333505,-154.4667009,-144.8408541,-9.40935515,-4.76855243,17.19695037,3.504494906,17.18510988,416.2571515,407.5276545,-0.000283409,91.0971969,3.502646279,16.77342609,18.4909703,-2.17499E-05,100.31,0,0,1,0,54612.59897,1915.24,1614.546929,0.842999796,0.15869988,3,0.5,0: Broadleaf,2,TRUE,1639111739,399.993,409.284,18.4911,16.7728,399.449,18.278,600.54,102.604,0.200073,24.9769,25.7988,999.9,0,0,9998.12,800.985,0.873252,1915.24,0.900001,0.0999988,26,41554.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2131,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.4,2.4,19,621.513,418.924,26.4902,21.6445,29.9997,21.5782,21.5551,20.8822,30.5782,86.5725,26.5128,409.43,16.7751,102.008,101.966
23,1639111743,176.5999999,20211210 12:49:02,12:49:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639111743,0.003500592,3.500591911,17.09109434,400.051,281.1475293,28.90281592,41.12645215,0.255124256,3.272536956,0.244567357,0.153766692,303.2801448,25.76676082,25.8011,3.334748404,59.87100287,1.900755933,3.17475212,1.43399247,-154.3761033,-145.9244362,-9.468857961,-6.489252606,17.11590784,3.495474301,17.09109434,416.254707,407.5679939,0.000329373,91.0971969,3.500591911,16.77282055,18.48946424,-4.97789E-06,100.31,0,0,1,0,54717.24841,1911.03,1610.997568,0.842999622,0.158699835,3,0.5,0: Broadleaf,2,TRUE,1639111743,400.051,409.301,18.4893,16.7752,399.507,18.2763,600.463,102.603,0.200023,24.974,25.8011,999.9,0,0,10018.1,798.884,0.873252,1911.03,0.900001,0.0999986,26,41463.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.213,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.4,2.5,19,621.34,419.14,26.4958,21.6422,29.9996,21.576,21.5525,20.8765,30.5782,86.5725,26.5279,409.141,16.7803,102.009,101.967
24,1639111747,180.5999999,20211210 12:49:06,12:49:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639111747,0.003493498,3.493497987,17.19913823,400.023,280.0265543,28.7867099,41.122336,0.254216482,3.266943067,0.243715763,0.153229656,302.5821674,25.76448269,25.8106,3.336626278,59.87131797,1.900595927,3.174468162,1.436030351,-154.0632612,-147.6124029,-9.595175213,-8.688671997,17.03338806,3.489430952,17.19913823,416.2864567,407.5462485,-0.000272134,91.0971969,3.493497987,16.77528869,18.48889212,-1.37981E-06,100.31,0,0,1,0,54562.17877,1906.63,1607.28953,0.843000231,0.158699993,3,0.5,0: Broadleaf,2,TRUE,1639111747,400.023,409.233,18.4883,16.7767,399.478,18.2754,600.301,102.6,0.199929,24.9725,25.8106,999.9,0,0,9988.75,797.047,0.873252,1906.63,0.900001,0.0999993,26,41367.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2129,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.5,2.5,19,621.09,419.208,26.5159,21.6399,29.9998,21.5736,21.5505,20.8777,30.5782,86.5725,26.5462,409.192,16.79,102.008,101.968
25,1639111751,184.5999999,20211210 12:49:10,12:49:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639111751,0.003483744,3.483743871,16.99754283,400.007,281.3113837,28.91966487,41.12193482,0.254157272,3.270539085,0.243672363,0.153201211,301.8395375,25.76190027,25.7904,3.332634429,59.86182728,1.900283317,3.174449232,1.432351113,-153.6331047,-144.230826,-9.364099351,-5.388492557,17.07169016,3.481614293,16.99754283,416.1811629,407.5440121,1.29899E-05,91.0971969,3.483743871,16.77688715,18.48532848,-1.41903E-05,100.31,0,0,1,0,54662.0294,1901.95,1603.34462,0.843000405,0.158700038,3,0.5,0: Broadleaf,2,TRUE,1639111751,400.007,409.232,18.4847,16.7774,399.462,18.272,600.467,102.603,0.200038,24.9724,25.7904,999.9,0,0,10007.5,794.845,0.884168,1901.95,0.900001,0.0999995,26,41266.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2127,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.6,2.6,19,621.454,419.022,26.5388,21.6376,29.9998,21.5718,21.5483,20.8786,30.5782,86.5725,26.5655,409.124,16.7951,102.009,101.968
26,1639111755,188.5999999,20211210 12:49:14,12:49:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639111755,0.00348164,3.481640462,17.24951995,399.947,279.419273,28.7240171,41.11414485,0.253691861,3.269522127,0.243241363,0.152928915,301.1903684,25.75916605,25.7987,3.334274139,59.86302822,1.90032144,3.174449232,1.433952699,-153.5403444,-145.6489899,-9.459509101,-7.458474874,17.27871171,3.480244982,17.24951995,416.2544758,407.4901515,-0.000268848,91.0971969,3.481640462,16.77784666,18.48536485,-4.77888E-06,100.31,0,0,1,0,54633.70815,1897.86,1599.896418,0.843000231,0.158699993,3,0.5,0: Broadleaf,2,TRUE,1639111755,399.947,409.276,18.4858,16.779,399.402,18.273,600.406,102.599,0.199983,24.9724,25.7987,999.9,0,0,10002.5,792.795,0.873252,1897.86,0.900001,0.0999993,26,41177.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2128,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.6,2.7,19,621.316,419.008,26.5586,21.6354,29.9998,21.5695,21.5465,20.8804,30.5782,86.5725,26.5655,409.386,16.8014,102.01,101.969
27,1639111759,192.5999999,20211210 12:49:18,12:49:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639111759,0.003472425,3.472425016,17.08805014,400.023,280.2582347,28.81080016,41.12272642,0.253033866,3.266961474,0.242628525,0.152542051,300.461949,25.75742835,25.7963,3.333799934,59.85495463,1.899997166,3.174335656,1.433802767,-153.1339432,-145.2178881,-9.438760215,-7.328642508,17.02186227,3.47176706,17.08805014,416.241269,407.5530909,0.00038618,91.0971969,3.472425016,16.77938911,18.48272121,-1.45813E-06,100.31,0,0,1,0,54562.83874,1893.27,1596.02661,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639111759,400.023,409.224,18.4823,16.7793,399.479,18.2697,600.282,102.601,0.199905,24.9718,25.7963,999.9,0,0,9988.75,790.797,0.873252,1893.27,0.9,0.1,26,41078,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2126,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.7,2.7,19,621.055,419.188,26.5765,21.6331,29.9999,21.5677,21.5447,20.8812,30.5782,86.2008,26.5848,409.246,16.8063,102.011,101.969
28,1639111763,196.5999999,20211210 12:49:22,12:49:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639111763,0.003473176,3.473176214,17.08755165,400,280.3137042,28.81657396,41.120464,0.253200478,3.267906545,0.242784612,0.152640503,299.7223643,25.7561941,25.7926,3.333068983,59.83983025,1.899868238,3.174922506,1.433200745,-153.167071,-144.0618771,-9.360886242,-6.867470115,17.12427302,3.488168011,17.08755165,416.2058328,407.5243576,-0.00026653,91.0971969,3.473176214,16.77737718,18.48067697,-7.40656E-06,100.31,0,0,1,0,54588.47214,1888.61,1592.098066,0.842999913,0.158699977,3,0.5,0: Broadleaf,2,TRUE,1639111763,400,409.253,18.481,16.7704,399.455,18.2685,600.439,102.601,0.20016,24.9749,25.7926,999.9,0,0,9993.75,788.607,0.873252,1888.61,0.9,0.0999999,26,40976.9,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2125,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.8,2.8,19,621.456,418.905,26.5933,21.6312,29.9999,21.5659,21.5424,20.8812,30.5782,86.2008,26.6045,409.282,16.8162,102.009,101.97
29,1639111767,200.5999999,20211210 12:49:26,12:49:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639111767,0.003482309,3.48230869,16.93955031,400.075,281.7522952,28.96468396,41.12848815,0.254151915,3.270049085,0.243665937,0.153197283,299.039997,25.75263079,25.7838,3.331331066,59.81964645,1.899533219,3.17543371,1.431797847,-153.5698132,-142.1289373,-9.228952761,-5.887706304,16.96825952,3.479813897,16.93955031,416.2166485,407.6055758,0.000424712,91.0971969,3.48230869,16.77038343,18.47822727,-3.0961E-06,100.31,0,0,1,0,54647.44795,1884.31,1588.47333,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639111767,400.075,409.249,18.4776,16.771,399.53,18.2653,600.407,102.602,0.199945,24.9776,25.7838,999.9,0,0,10005,786.444,0.873252,1884.31,0.9,0.1,26,40883.4,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2123,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.8,2.9,19,621.318,418.932,26.609,21.629,29.9999,21.5636,21.5406,20.8772,30.5782,86.2008,26.6219,409.095,16.8306,102.011,101.969
30,1639111771,204.5999999,20211210 12:49:30,12:49:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639111771,0.003474461,3.474460838,17.01664986,400.032,281.1082455,28.89845246,41.12403646,0.253885721,3.267805905,0.243414346,0.153038789,298.3684834,25.75399434,25.7737,3.329337388,59.80223542,1.899274773,3.17592605,1.430062615,-153.223723,-139.7940309,-9.083226857,-3.732497329,17.03246298,3.471426398,17.01664986,416.2532673,407.6040727,4.28742E-06,91.0971969,3.474460838,16.77141158,18.47576364,-9.36157E-06,100.31,0,0,1,0,54584.73215,1880.08,1584.906622,0.842999565,0.158699887,3,0.5,0: Broadleaf,2,TRUE,1639111771,400.032,409.238,18.4751,16.7723,399.488,18.263,600.298,102.602,0.199867,24.9802,25.7737,999.9,0,0,9993.12,784.492,0.873252,1880.08,0.9,0.0999995,26,40791.7,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2121,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,2.9,2.9,19,621.053,419.001,26.6248,21.6271,29.9999,21.5614,21.5388,20.8762,30.5782,86.2008,26.6369,409.217,16.8355,102.012,101.97
